,選手名,選手名（英語）,最終所属,ポジション,生年月日,身長/体重,url
15,寺田　紳一,Shinichi TERADA,栃木,MF,1985/06/10,171/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
16,寺田　武史,Takeshi TERADA,群馬,DF,1980/03/21,172/62,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
17,寺田　匡史,Masafumi TERADA,鹿児島,DF,1994/01/10,180/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
18,寺田　洋介,Yosuke TERADA,相模原,DF,1987/07/08,176/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
19,寺前　光太,Kota TERAMAE,福島,DF,1995/07/09,184/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
20,寺山　翼,Tsubasa TERAYAMA,FC東京,MF,2000/04/10,179/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
21,照井　篤,Atsushi TERUI,湘南,DF,1980/07/19,184/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
22,照山　颯人,Hayato TERUYAMA,仙台,DF,2000/08/28,182/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
23,テレ,Marcio Alves Dos Santos(TELE),札幌,FW,1990/02/02,186/82,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
24,ディアス,Ramon Angel DIAZ,横浜FM,FW,1959/08/29,172/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
25,ディエゴ,DIEGO De Souza Gama Silva,山形,MF,1984/03/22,184/79,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
26,ディエゴ　オリヴェイラ,Diego Queiroz De Oliveira(DIEGO OLIVEIRA),FC東京,FW,1990/06/22,179/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
27,ディエゴ　ピトゥカ,Diego Cristiano Evaristo(DIEGO PITUCA),鹿島,MF,1992/08/15,178/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
28,ディエゴ　ローザ,DIEGO ROSA,山形,FW,1989/03/23,180/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
29,ディオゴ　フェレイラ,Diogo Alexandre Alves Ferreira(DIOGO FERREIRA),栃木,DF,1989/10/05,179/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
30,ディサロ　燦シルヴァーノ,Akira Silvano DISARO'(Akira Silvano DISARO'),清水,FW,1996/04/02,175/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
31,ディナス,Arley DINAS Rodriguez,湘南,MF,1974/03/16,177/82,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
32,ディビッドソン　純マーカス,Jun Marques DAVIDSON,徳島,MF,1983/06/07,186/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
33,出井　正太郎,Shotaro DEI,岡山,FW,1986/08/08,171/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
34,デイリ,DEILI Custodio Da Silva,甲府,FW,1980/03/08,173/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
35,出岡　大輝,Daiki DEOKA,藤枝,MF,1994/08/16,179/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
36,デジマール,DEDIMAR Souza Lima,東京Ｖ,DF,1976/01/27,177/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
37,デスポトビッチ,Ranko DESPOTOVIC,浦和,FW,1983/01/21,185/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
38,デズモンド,DESMOND N'Ze Kouassi,藤枝,DF,1989/04/17,186/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
39,デニウソン,DENILSON Antonio Paludo,横浜Ｆ,MF,1972/10/08,173/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
40,デニス　ハリロヴィッチ,DENIS HALILOVIC,横浜FC,DF,1986/03/02,188/84,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
41,デニス　マルケス,DENIS MARQUES Do Nascimento,大宮,FW,1981/02/22,183/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
42,デネル　ピニェイロ,Dener Goncalves Pinheiro(DENER PINHEIRO),岡山,MF,1995/04/12,181/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
43,デュカノヴィッチ,Dragan DUKANOVIC,福岡,FW,1969/10/29,191/84,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
44,デュマス,Rafael Dumas Ribeiro,湘南,DF,1995/03/13,182/87,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
45,デュリックス,Franck DURIX,名古屋,MF,1965/10/20,175/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
46,デューク　カルロス,Carlos DUKE,町田,MF,2000/02/28,177/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
47,デルリス,DERLIS Javier Florentin Noguera,札幌,FW,1984/01/09,178/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
48,デーニ,DENNI Rocha Dos Santos,山形,FW,1982/08/21,168/62,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
0,トゥイード,Steven TWEED,横浜FC,DF,1972/08/08,192/94,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
1,トゥット（ツゥット）,Livonir Ruschel(TUTO),湘南,FW,1978/07/02,182/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
2,トゥルコビッチ,Almir TURKOVIC,Ｃ大阪,FW,1970/11/03,182/82,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
3,トゥーリオ,TULIO Lustosa Seixas Pinheiros,大分,MF,1976/04/25,174/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
4,トゥーリオ　デ　メロ,Froes De Melo Tulio Vinicius(TULIO DE MELO),福岡,FW,1985/01/31,193/90,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
5,田路　耀介,Yosuke TOJI,金沢,MF,2001/04/08,180/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
6,東條　敦輝,Atsuki TOJO,鳥取,FW,2000/12/28,175/63,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
7,當真　蒔音,Shinon TOMA,琉球,MF,2002/08/14,165/56,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
8,當間　建文,Takefumi TOMA,岐阜,DF,1989/03/21,178/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
9,當麻　颯,Hayate TOMA,Ｇ大阪,DF,2002/04/21,185/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
10,東家　聡樹,Toshiki TOYA,今治,FW,1997/04/20,185/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
11,唐山　翔自,Shoji TOYAMA,愛媛,FW,2002/09/21,178/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
12,桃李　理永,Riyon TORI,Ｃ大阪,MF,2001/09/25,176/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
13,遠野　大弥,Daiya TONO,川崎Ｆ,FW,1999/03/14,165/66,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
14,遠山　湧斗,Yuto TOYAMA,名古屋,MF,2004/04/22,171/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
15,トカチ,Omer Berke TOKAC,福島,FW,2000/10/26,170/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
16,富樫　敬真,Cayman TOGASHI,長崎,FW,1993/08/10,178/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
17,冨樫　剛一,Koichi TOGASHI,札幌,DF,1971/07/15,183/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
18,富樫　佑太,Yuta TOGASHI,岐阜,FW,1995/12/18,173/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
19,戸川　健太,Kenta TOGAWA,福島,DF,1981/06/23,180/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
20,時岡　宏昌,Hiromasa TOKIOKA,札幌,MF,1974/06/24,177/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
21,時崎　悠,Yu TOKISAKI,水戸,DF,1979/06/15,180/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
22,時崎　塁,Rui TOKISAKI,福島,DF,1982/10/30,180/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
23,常澤　聡,Satoshi TOKIZAWA,群馬,GK,1985/07/31,186/81,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
24,土岐田　洸平,Kohei TOKITA,町田,MF,1986/03/16,176/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
25,鴇田　周作,Shusaku TOKITA,岩手,DF,1990/09/09,187/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
26,常田　克人,Masato TOKIDA,松本,DF,1997/11/27,187/82,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
27,時久　省吾,Shogo TOKIHISA,岐阜,GK,1984/04/15,187/83,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
28,常盤　亨太,Kyota TOKIWA,FC東京,MF,2002/04/09,172/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
29,常盤　聡,Satoshi TOKIWA,群馬,FW,1987/05/14,172/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
30,得居　大真,Haruma TOKUI,愛媛,MF,2004/11/27,170/58,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
31,徳重　健太,Kenta TOKUSHIGE,長崎,GK,1984/03/09,187/87,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
32,徳重　隆明,Takaaki TOKUSHIGE,徳島,MF,1975/02/18,174/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
33,徳武　正之,Masayuki TOKUTAKE,沼津,DF,1991/08/18,175/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
34,徳留　尽,Jin TOKUDOME,鹿児島,DF,2003/06/24,181/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
35,徳永　晃太郎,Kotaro TOKUNAGA,沼津,MF,1996/11/10,165/60,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
36,徳永　裕大,Yudai TOKUNAGA,宮崎,MF,1994/04/16,170/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
37,徳永　悠平,Yuhei TOKUNAGA,長崎,DF,1983/09/25,180/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
38,徳本　奏太,Kanata TOKUMOTO,山口,MF,2003/07/11,162/52,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
39,徳元　悠平,Shuhei TOKUMOTO,岡山,DF,1995/09/12,171/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
40,都倉　賢,Ken TOKURA,長崎,FW,1986/06/16,187/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
41,戸倉　健一郎,Kenichiro TOKURA,湘南,DF,1971/05/31,170/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
42,土佐　陸翼,Rikuu TOSA,横浜FM,MF,2000/04/27,168/57,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
43,登崎　雅貴,Masaki TOZAKI,富山,DF,1994/08/27,182/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
44,戸島　章,Akira TOSHIMA,松本,FW,1991/10/04,191/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
45,戸嶋　祥郎,Sachiro TOSHIMA,柏,MF,1995/09/26,170/66,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
46,トジン,Welliton De Morais Coimbra(TOZIN),鳥栖,FW,1984/11/10,179/79,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
47,戸田　伊吹,Ibuki TODA,柏,DF,2002/05/03,175/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
48,戸田　和幸,Kazuyuki TODA,町田,MF,1977/12/30,178/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
49,戸田　賢良,Takayoshi TODA,湘南,DF,1979/12/08,185/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
50,戸田　大翔,Hiroto TODA,浦和,MF,2003/04/25,171/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
51,戸田　光洋,Mitsuhiro TODA,清水,FW,1977/09/10,180/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
52,戸高　弘貴,Hiroki TODAKA,富山,MF,1991/11/18,161/62,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
53,戸塚　哲也,Tetsuya TOTSUKA,東京Ｖ,MF,1961/04/24,173/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
54,トニーニョ,Antonio Benedito Da Silva(TONINHO),清水,MF,1965/03/23,186/79,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
55,トニーニョ,Antonio Bezerra Brandao(TONINHO),大宮,DF,1977/12/21,186/79,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
56,トニーニョ,Antonio Jorge Cecilio Sobrinho(TONINHO),Ｃ大阪,DF,1967/05/27,181/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
57,戸根　一誓,Issei TONE,富山,DF,1996/05/22,183/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
58,刀根　亮輔,Ryosuke TONE,大分,DF,1991/10/29,182/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
59,外池　大亮,Daisuke TONOIKE,湘南,FW,1975/01/29,184/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
60,鳥羽　俊正,Toshimasa TOBA,水戸,DF,1975/07/16,170/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
61,飛田　裕大,Yudai TOBITA,YS横浜,MF,1996/08/15,181/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
62,富井　英司,Eiji TOMII,藤枝,MF,1987/10/07,171/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
63,富居　大樹,Daiki TOMII,湘南,GK,1989/08/27,182/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
64,富澤　清太郎,Seitaro TOMISAWA,東京Ｖ,DF,1982/07/08,181/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
65,富澤　雅也,Masaya TOMIZAWA,長崎,GK,1993/07/14,188/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
66,冨嶋　均,Hitoshi TOMISHIMA,福岡,FW,1964/06/01,182/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
67,冨田　康平,Kohei TOMITA,京都,DF,1996/06/09,177/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
68,富田　晋伍,Shingo TOMITA,仙台,MF,1986/06/20,169/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
69,冨田　晋矢,Shinya TOMITA,京都,MF,1980/05/08,175/62,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
70,冨田　大介,Daisuke TOMITA,水戸,DF,1977/04/24,180/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
71,富田　康仁,Yasuhito TOMITA,沼津,MF,1990/04/18,168/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
72,トミッチ,Ante TOMIC,愛媛,MF,1983/05/23,186/89,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
73,富所　悠,Yu TOMIDOKORO,琉球,MF,1990/04/21,175/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
74,冨永　虹七,Niina TOMINAGA,神戸,FW,2004/07/18,173/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
75,富永　英明,Hideaki TOMINAGA,横浜FC,FW,1976/08/27,189/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
76,富永　康博,Yasuhiro TOMINAGA,札幌,GK,1980/05/22,193/88,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
77,冨成　慎司,Shinji TOMINARI,鹿児島,DF,1987/02/22,181/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
78,冨安　健洋,Takehiro TOMIYASU,福岡,DF,1998/11/05,188/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
79,富山　貴光,Takamitsu TOMIYAMA,北九州,FW,1990/12/26,180/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
80,冨山　達行,Tatsuyuki TOMIYAMA,鳥取,DF,1982/08/27,174/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A8
