,選手名,選手名（英語）,ポジション,生年月日,身長,体重,所属チーム,前所属チーム1,前所属チーム2,前所属チーム3,前所属チーム4,前所属チーム5,前所属チーム6,前所属チーム7,前所属チーム8,前所属チーム9,前所属チーム10,前所属チーム11,前所属チーム12,前所属チーム13,前所属チーム14,前所属チーム15,前所属チーム16,前所属チーム17,前所属チーム18,前所属チーム19,前所属チーム20,前所属チーム21
3130,鈴木　準弥,Junya SUZUKI,DF,1996/01/07,176,71,ブラウブリッツ秋田,藤枝ＭＹＦＣ,ＶｆＲアーレン／ドイツ,早稲田大,清水エスパルスユース,ＡＣＮジュビロ沼津,アスルクラロ沼津Ｕ１２,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3131,鈴木　颯,So SUZUKI,MF,2004/05/04,171,62,,,,,,,,,,,,,,,,,,,,,,
3132,鈴木　孝明,Takaaki SUZUKI,FW,1981/10/07,180,70,,,,,,,,,,,,,,,,,,,,,,
3133,鈴木　崇文,Takafumi SUZUKI,MF,1987/11/17,170,67,,,,,,,,,,,,,,,,,,,,,,
3134,鈴木　敬之,Takayuki SUZUKI,GK,1973/10/04,181,73,,,,,,,,,,,,,,,,,,,,,,
3135,鈴木　隆行,Takayuki SUZUKI,FW,1976/06/05,182,75,,,,,,,,,,,,,,,,,,,,,,
3136,鈴木　健仁,Takehito SUZUKI,DF,1971/06/11,177,75,,,,,,,,,,,,,,,,,,,,,,
3137,鈴木　達也,Tatsuya SUZUKI,DF,1993/07/08,175,73,,,,,,,,,,,,,,,,,,,,,,
3138,鈴木　達也,Tatsuya SUZUKI,FW,1982/08/01,171,68,,,,,,,,,,,,,,,,,,,,,,
3139,鈴木　大輔,Daisuke SUZUKI,DF,1990/01/29,182,73,ジェフユナイテッド千葉,浦和レッズ,柏レイソル,ジムナスティック　タラゴナ／スペイン,柏レイソル,アルビレックス新潟,星稜高,テイヘンズＦＣＪｒユース,仲良しスポーツ少年団,-,-,-,-,-,-,-,-,-,-,-,-,-
3140,鈴木　大誠,Daisei SUZUKI,DF,1996/05/28,182,78,徳島ヴォルティス,ＦＣ琉球,徳島ヴォルティス,筑波大,星稜高,ソレステレージャ奈良２００２,俵口ファルコン,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3141,鈴木　翼,Tsubasa SUZUKI,DF,1990/11/04,182,74,,,,,,,,,,,,,,,,,,,,,,
3142,鈴木　翼,Tsubasa SUZUKI,DF,1994/04/26,171,71,,,,,,,,,,,,,,,,,,,,,,
3143,鈴木　冬一,Toichi SUZUKI,MF,2000/05/30,165,61,,,,,,,,,,,,,,,,,,,,,,
3144,鈴木　徳真,Tokuma SUZUKI,MF,1997/03/12,168,64,徳島ヴォルティス,筑波大,前橋育英高,ＦＣ古河Ｊｒユース,大谷東ＦＣ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3145,鈴木　智樹,Tomoki SUZUKI,MF,1985/06/08,172,65,,,,,,,,,,,,,,,,,,,,,,
3146,鈴木　智也,Tomoya SUZUKI,DF,2000/08/19,173,68,,,,,,,,,,,,,,,,,,,,,,
3147,鈴木　智幸,Tomoyuki SUZUKI,GK,1985/12/20,185,80,いわてグルージャ盛岡,東京ヴェルディ,松本山雅ＦＣ,栃木ＳＣ,東京ヴェルディ,国士舘大,浦和東高,美園中,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3148,鈴木　伸貴,Nobutaka SUZUKI,DF,1983/09/12,169,69,,,,,,,,,,,,,,,,,,,,,,
3149,鈴木　規郎,Norio SUZUKI,DF,1984/02/14,177,77,,,,,,,,,,,,,,,,,,,,,,
3150,鈴木　隼人,Hayato SUZUKI,MF,1982/05/13,177,70,,,,,,,,,,,,,,,,,,,,,,
3151,鈴木　陽人,Haruto SUZUKI,MF,2005/05/17,163,63,,,,,,,,,,,,,,,,,,,,,,
3152,鈴木　秀人,Hideto SUZUKI,DF,1974/10/07,180,71,,,,,,,,,,,,,,,,,,,,,,
3153,鈴木　郁也,Fumiya SUZUKI,FW,1998/04/29,180,67,,,,,,,,,,,,,,,,,,,,,,
3154,鈴木　史哉,Fumiya SUZUKI,MF,2002/04/18,163,58,,,,,,,,,,,,,,,,,,,,,,
3155,鈴木　ブルーノ（ブルーノ　カスタニェイラ）,Bruno Junichi SUZUKI CASTANHEIRA(Bruno SUZUKI),FW,1990/05/20,175,70,,,,,,,,,,,,,,,,,,,,,,
3156,鈴木　将方,Masanori SUZUKI,MF,1968/09/15,161,58,,,,,,,,,,,,,,,,,,,,,,
3157,鈴木　正治,Masaharu SUZUKI,DF,1970/08/03,168,65,,,,,,,,,,,,,,,,,,,,,,
3158,鈴木　正人,Masahito SUZUKI,GK,1977/04/28,190,83,,,,,,,,,,,,,,,,,,,,,,
3159,鈴木　将也,Masaya SUZUKI,MF,1988/05/09,177,72,,,,,,,,,,,,,,,,,,,,,,
3160,鈴木　瑞生,Mizuki SUZUKI,DF,2001/06/22,176,61,,,,,,,,,,,,,,,,,,,,,,
3161,鈴木　武蔵,Musashi SUZUKI,FW,1994/02/11,185,74,,,,,,,,,,,,,,,,,,,,,,
3162,鈴木　唯人,Yuito SUZUKI,MF,2001/10/25,175,66,清水エスパルス,市立船橋高,葉山中,横浜Ｆ・マリノスプライマリー追浜,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3163,鈴木　祐輔,Yusuke SUZUKI,DF,1982/05/19,175,72,,,,,,,,,,,,,,,,,,,,,,
3164,鈴木　雄太,Yuta SUZUKI,GK,1987/05/28,188,79,,,,,,,,,,,,,,,,,,,,,,
3165,鈴木　雄斗,Yuto SUZUKI,MF,1993/12/07,182,76,ジュビロ磐田,川崎フロンターレ,松本山雅ＦＣ,川崎フロンターレ,ガンバ大阪,川崎フロンターレ,モンテディオ山形,水戸ホーリーホック,横浜Ｆ・マリノスユース,横浜Ｆ・マリノスＪｒユース,柏レイソルＵ-１５,柏レイソルＵ-１２,大分トリニータＵ-１２,-,-,-,-,-,-,-,-,-
3166,鈴木　優磨,Yuma SUZUKI,FW,1996/04/26,182,75,,,,,,,,,,,,,,,,,,,,,,
3167,鈴木　良和,Yoshikazu SUZUKI,MF,1982/06/01,164,65,,,,,,,,,,,,,,,,,,,,,,
3168,鈴木　喜丈,Yoshitake SUZUKI,MF,1998/07/06,183,80,水戸ホーリーホック,ＦＣ東京,水戸ホーリーホック,ＦＣ東京,ＦＣ東京Ｕ-１８,ＦＣ東京Ｕ-１５むさし,関前ＳＣ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3169,鈴木　義宜,Yoshinori SUZUKI,DF,1992/09/11,184,72,清水エスパルス,大分トリニータ,宮崎産業経営大,宮崎日大高,宮崎日大中,広瀬サッカースポーツ少年団,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3170,鈴木　隆雅,Ryuga SUZUKI,FW,1994/02/28,180,68,,,,,,,,,,,,,,,,,,,,,,
3171,鈴木　琉世,Ryusei SUZUKI,DF,2005/07/28,173,66,,,,,,,,,,,,,,,,,,,,,,
3172,鈴木　椋大,Ryota SUZUKI,GK,1994/02/10,192,92,ジェフユナイテッド千葉,ガンバ大阪,ジェフユナイテッド千葉,ガンバ大阪,横浜Ｆ・マリノス,東京ヴェルディ,横浜Ｆ・マリノス,横浜Ｆ・マリノスユース,名古屋グランパス三好Ｊｒユース,名古屋グランパスエイトＵ-１２,豊川中部サッカー少年団,-,-,-,-,-,-,-,-,-,-,-
3173,鈴木　涼汰,Ryota SUZUKI,GK,2000/09/10,179,64,,,,,,,,,,,,,,,,,,,,,,
3174,鈴木　輪太朗　イブラヒーム,Wadi Ibrahim SUZUKI,FW,2003/01/31,192,85,徳島ヴォルティス,日大藤沢高,横浜ＦＣＪｒユース,川中島ＳＣ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3175,鈴村　拓也,Takuya SUZUMURA,MF,1978/09/13,175,72,,,,,,,,,,,,,,,,,,,,,,
3176,須田　興輔,Kosuke SUDA,DF,1980/02/04,176,69,,,,,,,,,,,,,,,,,,,,,,
3177,須田　芳正,Yoshimasa SUDA,FW,1967/08/22,168,63,,,,,,,,,,,,,,,,,,,,,,
3178,スティッペ,STIPE Plazibat,MF,1989/08/31,185,80,,,,,,,,,,,,,,,,,,,,,,
3179,ステファノ,STEFANO Janjte Lilipaly,MF,1990/01/10,172,62,,,,,,,,,,,,,,,,,,,,,,
3180,ステファン,STEFAN Scepovic,FW,1990/01/10,186,78,,,,,,,,,,,,,,,,,,,,,,
3181,ステボ,Stevica Ristic(STEVO),FW,1982/05/23,189,84,,,,,,,,,,,,,,,,,,,,,,
3182,ストイシッチ,NEDELJKO STOJISIC,GK,1997/09/25,202,96,ベガルタ仙台,ポルティモネンセＳＣ　Ｕ／ポルトガル,ＦＫ　ＢＡＳＫベオグラード／セルビア,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3183,須藤　直輝,Naoki SUTOH,MF,2002/10/01,169,63,鹿島アントラーズ,昌平高,大宮アルディージャＪｒユース,セレブロＦＣ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3184,ストヤノフ,Ilian STOYANOV,DF,1977/01/20,182,76,,,,,,,,,,,,,,,,,,,,,,
3185,須藤　貴郁,Takafumi SUDO,DF,1991/11/21,183,71,,,,,,,,,,,,,,,,,,,,,,
3186,須藤　大輔,Daisuke SUDO,FW,1977/04/25,183,72,,,,,,,,,,,,,,,,,,,,,,
3187,須藤　右介,Yusuke SUDO,MF,1986/05/07,183,75,,,,,,,,,,,,,,,,,,,,,,
3188,砂川　誠,Makoto SUNAKAWA,MF,1977/08/10,173,67,,,,,,,,,,,,,,,,,,,,,,
3189,砂川　太志,Taishi SUNAGAWA,DF,1990/01/20,170,63,,,,,,,,,,,,,,,,,,,,,,
3190,砂田　匠,Takumi SUNADA,MF,2003/04/05,175,69,,,,,,,,,,,,,,,,,,,,,,
3191,砂森　和也,Kazuya SUNAMORI,DF,1990/09/02,172,71,鹿児島ユナイテッドＦＣ,アスルクラロ沼津,カマタマーレ讃岐,Ｈｏｎｄａ　ＦＣ,順天堂大,ジェフユナイテッド千葉Ｕ-１８,ジェフユナイテッド千葉Ｊｒユース習志,アミカルＳＣ,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3192,スピラノビッチ,Matthew SPIRANOVIC,DF,1988/06/27,193,88,,,,,,,,,,,,,,,,,,,,,,
3193,スピラール,Marek SPILAR,DF,1975/02/11,191,82,,,,,,,,,,,,,,,,,,,,,,
3194,角　昂志郎,Koshiro SUMI,MF,2002/08/13,164,61,,,,,,,,,,,,,,,,,,,,,,
3195,角　来夢,Raimu SUMI,DF,2004/08/29,161,52,,,,,,,,,,,,,,,,,,,,,,
3196,住田　将,Sho SUMIDA,MF,1999/08/19,176,62,,,,,,,,,,,,,,,,,,,,,,
3197,住田　貴彦,Takahiko SUMIDA,FW,1991/03/12,178,70,,,,,,,,,,,,,,,,,,,,,,
3198,住永　翔,Kakeru SUMINAGA,MF,1998/10/06,171,65,ＡＣ長野パルセイロ,明治大,青森山田高,北海道コンサドーレ札幌Ｕ-１５,三笠ＦＣ　Ｕ-１２,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3199,住野　碧音,Aito SUMINO,DF,2004/07/14,175,58,,,,,,,,,,,,,,,,,,,,,,
3200,隅野　遥喜,Haruki SUMINO,DF,2004/08/30,175,62,,,,,,,,,,,,,,,,,,,,,,
3201,住吉　ジェラニレショーン,Jelani Reshaun SUMIYOSHI,DF,1997/10/05,181,75,水戸ホーリーホック,国士舘大,日大藤沢高,ＢＡＮＦＦ横浜ベイ,一本松ＳＣ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3202,諏訪　雄大,Yudai SUWA,GK,1986/05/05,190,80,,,,,,,,,,,,,,,,,,,,,,
3203,諏訪園　一吉,Kazuyoshi SUWAZONO,MF,1983/03/04,173,68,,,,,,,,,,,,,,,,,,,,,,
3204,諏訪間　幸成,Kosei SUWAMA,DF,2003/06/06,183,77,,,,,,,,,,,,,,,,,,,,,,
3205,瑞慶山　一真,Isshin ZUKEYAMA,FW,2003/05/06,180,72,,,,,,,,,,,,,,,,,,,,,,
3206,圖師　好至郎,Koshiro ZUSHI,DF,2003/12/17,179,73,,,,,,,,,,,,,,,,,,,,,,
3207,ズラタン,ZLATAN Ljubijankic,FW,1983/12/15,186,80,,,,,,,,,,,,,,,,,,,,,,
3208,清治　大雅,Taiga SEIJI,DF,1998/07/19,177,65,,,,,,,,,,,,,,,,,,,,,,
3209,清田　奈央弥,Naoya SEITA,MF,2001/08/25,174,69,ジュビロ磐田,ジュビロ磐田Ｕ-１８,横浜Ｆ・マリノスＪｒユース,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3210,清野　智秋,Tomoaki SEINO,FW,1981/09/29,182,72,,,,,,,,,,,,,,,,,,,,,,
3211,瀬川　和樹,Kazuki SEGAWA,DF,1990/04/25,178,68,,,,,,,,,,,,,,,,,,,,,,
3212,瀬川　誠,Makoto SEGAWA,FW,1974/11/26,168,64,,,,,,,,,,,,,,,,,,,,,,
3213,瀬川　祐輔,Yusuke SEGAWA,FW,1994/02/07,170,67,柏レイソル,大宮アルディージャ,ザスパクサツ群馬,明治大,日大二高,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3214,関　海斗,Kaito SEKI,DF,1998/04/26,181,78,,,,,,,,,,,,,,,,,,,,,,
3215,関　憲太郎,Kentaro SEKI,GK,1986/03/09,178,78,レノファ山口ＦＣ,ベガルタ仙台,横浜ＦＣ,ベガルタ仙台,横浜ＦＣ,ベガルタ仙台,横浜ＦＣ,ベガルタ仙台,明治大,国見高,前橋育英高,北中,神流小,-,-,-,-,-,-,-,-,-
3216,関　浩二,Koji SEKI,FW,1972/06/26,176,70,,,,,,,,,,,,,,,,,,,,,,
3217,関　貴史,Takashi SEKI,FW,1978/06/05,177,77,,,,,,,,,,,,,,,,,,,,,,
3218,関　隆倫,Takamichi SEKI,MF,1981/01/16,173,67,,,,,,,,,,,,,,,,,,,,,,
3219,関　光博,Mitsuhiro SEKI,DF,1982/05/08,173,70,,,,,,,,,,,,,,,,,,,,,,
3220,関　祐斗,Yuto SEKI,MF,2002/05/12,176,64,,,,,,,,,,,,,,,,,,,,,,
3221,関　龍聖,Ryusei SEKI,GK,2001/05/25,178,67,,,,,,,,,,,,,,,,,,,,,,
3222,関川　郁万,Ikuma SEKIGAWA,DF,2000/09/13,182,72,鹿島アントラーズ,流通経済大付属柏高,ＦＣ多摩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3223,関口　訓充,Kunimitsu SEKIGUCHI,MF,1985/12/26,171,66,ベガルタ仙台,セレッソ大阪,浦和レッズ,ベガルタ仙台,帝京高,ＦＣ多摩Ｊｒユース,永山ＦＣ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3224,関口　圭亮,Keisuke SEKIGUCHI,FW,1986/11/04,174,64,,,,,,,,,,,,,,,,,,,,,,
3225,関口　正大,Masahiro SEKIGUCHI,DF,1998/04/21,172,66,ヴァンフォーレ甲府,法政大,新潟明訓高,ＦＣ五十嵐Ｊｒユース,クラブ　エフスリー,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3226,関田　寛士,Hiroshi SEKITA,DF,1989/10/02,185,76,,,,,,,,,,,,,,,,,,,,,,
3227,関戸　健二,Kenji SEKIDO,MF,1990/01/07,175,68,ファジアーノ岡山,流通経済大,旭高,ヴェルディＳＳ相模原,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3228,関根　永悟,Eigo SEKINE,DF,1981/09/11,176,68,,,,,,,,,,,,,,,,,,,,,,
3229,関根　貴大,Takahiro SEKINE,MF,1995/04/19,167,61,浦和レッズ,シント＝トロイデン／ベルギー,インゴルシュタット０４／ドイツ,浦和レッズ,浦和レッズユース,浦和レッズＪｒユース,ＦＣ鶴ヶ島サッカー少年団,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3230,関原　凌河,Ryoga SEKIHARA,MF,1991/06/20,171,60,,,,,,,,,,,,,,,,,,,,,,
3231,関本　恒一,Koichi SEKIMOTO,DF,1978/05/23,177,70,,,,,,,,,,,,,,,,,,,,,,
3232,関谷　輝,Hikaru SEKIYA,MF,2005/04/02,172,64,,,,,,,,,,,,,,,,,,,,,,
3233,瀬口　拓弥,Takuya SEGUCHI,GK,1988/11/30,187,78,アルビレックス新潟,徳島ヴォルティス,カマタマーレ讃岐,流通経済大,クラブ　ドラゴンズ,流通経済大,笠岡工高,ハジャスＦＣ,中洲ＪＳＣ,-,-,-,-,-,-,-,-,-,-,-,-,-
3234,瀬古　歩夢,Ayumu SEKO,DF,2000/06/07,183,72,セレッソ大阪,セレッソ大阪Ｕ-１８,セレッソ大阪Ｕ-１５,セレッソ大阪Ｕ-１２,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3235,瀬古　寛治,Kanji SEKO,FW,2000/04/27,173,63,,,,,,,,,,,,,,,,,,,,,,
3236,瀬古　樹,Tatsuki SEKO,MF,1997/12/22,175,69,横浜ＦＣ,明治大,三菱養和ＳＣ巣鴨Ｊｒユース,三菱養和ＳＣ巣鴨ジュニア,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3237,世瀬　啓人,Hiroto SESE,MF,1999/08/20,183,73,ガイナーレ鳥取,ガイナーレ鳥取Ｕ-１８,ＦＣカミノＪｒユース,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3238,瀬底　正椰,Seiya SESOKO,FW,2000/06/29,174,70,,,,,,,,,,,,,,,,,,,,,,
3239,摂津　颯登,Hayato SETTSU,GK,1996/10/05,190,83,,,,,,,,,,,,,,,,,,,,,,
3240,瀬戸　貴幸,Takayuki SETO,MF,1986/02/05,182,73,,,,,,,,,,,,,,,,,,,,,,
3241,瀬戸　春樹,Haruki SETO,MF,1978/03/14,180,72,,,,,,,,,,,,,,,,,,,,,,
3242,セドロスキー,Goce SEDLOSKI,DF,1974/04/10,188,83,,,,,,,,,,,,,,,,,,,,,,
3243,瀬沼　正和,Masakazu SENUMA,MF,1978/09/07,178,74,,,,,,,,,,,,,,,,,,,,,,
3244,瀬沼　優司,Yuji SENUMA,FW,1990/09/01,185,78,ツエーゲン金沢,横浜ＦＣ,モンテディオ山形,清水エスパルス,モンテディオ山形,清水エスパルス,愛媛ＦＣ,清水エスパルス,愛媛ＦＣ,清水エスパルス,栃木ＳＣ,清水エスパルス,筑波大,桐光学園高,上溝南中,上南ＳＣ,-,-,-,-,-,-
3245,妹尾　直哉,Naoya SENOO,MF,1996/08/15,173,65,ガイナーレ鳥取,ＡＣ長野パルセイロ,ガンバ大阪,ガンバ大阪ユース,津ラピドＦＣ,三重ＦＣセントロ津南,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3246,妹尾　隆佑,Ryusuke SENOO,MF,1986/02/20,174,64,,,,,,,,,,,,,,,,,,,,,,
3247,セバスティアン,Jorge SEBASTIAN Nunez,MF,1986/12/10,179,73,,,,,,,,,,,,,,,,,,,,,,
3248,瀬山　航生,Kazuki SEYAMA,MF,2006/03/20,168,58,,,,,,,,,,,,,,,,,,,,,,
3249,世良田　顕一,Kenichi SERADA,DF,1973/10/20,177,73,,,,,,,,,,,,,,,,,,,,,,
3250,セランテス,SERANTES Simon Jon Ander,GK,1989/10/24,184,74,,,,,,,,,,,,,,,,,,,,,,
3251,セルジ　サンペール,SERGI SAMPER Montana,MF,1995/01/20,182,73,ヴィッセル神戸,ＦＣバルセロナ／スペイン,ラスパルマス／スペイン,グラナダＣＦ／スペイン,ＦＣバルセロナ／スペイン,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3252,セルジオ,SERGIO Soares Da Silva,DF,1967/01/11,178,72,,,,,,,,,,,,,,,,,,,,,,
3253,セルジオ,SERGIO Ricardo De Jesus Vertello,DF,1975/09/19,184,74,,,,,,,,,,,,,,,,,,,,,,
3254,セルジーニョ,Sergio Antonio Soler De Oliveira Junior(SERGINHO),MF,1995/03/15,180,82,,,,,,,,,,,,,,,,,,,,,,
3255,セルジーニョ,Elisergio Da Silva(SERGINHO),FW,1978/05/01,177,73,,,,,,,,,,,,,,,,,,,,,,
3256,セルジーニョ,Sergio Ricardo Dos Santos Junior(SERGINHO),MF,1990/12/03,166,62,,,,,,,,,,,,,,,,,,,,,,
3257,仙石　廉,Ren SENGOKU,MF,1990/10/02,170,67,,,,,,,,,,,,,,,,,,,,,,
3258,先崎　勝也,Katsuya SENZAKI,DF,1987/04/09,183,80,,,,,,,,,,,,,,,,,,,,,,
3259,仙臺　岳斗,Gakuto SENDAI,FW,1999/01/22,178,65,,,,,,,,,,,,,,,,,,,,,,
3260,仙頭　啓矢,Keiya SENTO,MF,1994/12/29,170,62,サガン鳥栖,横浜Ｆ・マリノス,京都サンガF.C.,横浜Ｆ・マリノス,京都サンガF.C.,東洋大,京都橘高,ＦＣグリーンウェーブＵ-１５,ガンバ大阪門真ジュニア,ＦＣジョカーレ,-,-,-,-,-,-,-,-,-,-,-,-
3261,仙波　大志,Taishi SEMBA,MF,1999/08/19,164,64,サンフレッチェ広島,流通経済大在学中,サンフレッチェ広島ユース,サンフレッチェ広島Ｊｒユース,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3262,セーザ,Roberto CEZAR Lima Acunha,MF,1986/07/07,179,68,,,,,,,,,,,,,,,,,,,,,,
3263,ゼ　カルロス,Jose Carlos Ferreira Filho(ZE CARLOS),FW,1983/04/24,188,85,,,,,,,,,,,,,,,,,,,,,,
3264,ゼ　カルロス,Jose Carlos Garcia Leal(ZE CARLOS),MF,1980/07/15,182,73,,,,,,,,,,,,,,,,,,,,,,
3265,ゼ　ホベルト,Jose Roberto De Oliveira(ZE ROBERTO),MF,1980/12/09,171,66,,,,,,,,,,,,,,,,,,,,,,
3266,ゼ　ルイス,Jose Luis Santos Da Visitacao(ZE LUIS),MF,1979/03/23,182,79,,,,,,,,,,,,,,,,,,,,,,
3267,ゼリッチ,Nedijeljko ZELIC,DF,1971/07/04,187,85,,,,,,,,,,,,,,,,,,,,,,
3268,徐　冠秀,SEO Kwan Soo,MF,1980/02/25,180,76,,,,,,,,,,,,,,,,,,,,,,
3269,ソ　ヨンドク,SEO Yong Duk,MF,1989/09/10,175,63,,,,,,,,,,,,,,,,,,,,,,
3270,ソウザ,Elierce Barboza De SOUZA,MF,1988/03/08,183,75,,,,,,,,,,,,,,,,,,,,,,
3271,ソウザ,Wellington Da Silva De SOUZA,FW,1987/05/27,189,82,,,,,,,,,,,,,,,,,,,,,,
3272,早乙女　達海,Tatsumi SOTOME,MF,1999/06/22,174,69,,,,,,,,,,,,,,,,,,,,,,
3273,相馬　崇人,Takahito SOMA,DF,1981/12/10,176,74,,,,,,,,,,,,,,,,,,,,,,
3274,相馬　直樹,Naoki SOMA,MF,1971/07/19,175,72,,,,,,,,,,,,,,,,,,,,,,
3275,相馬　勇紀,Yuki SOMA,FW,1997/02/25,166,69,名古屋グランパス,鹿島アントラーズ,名古屋グランパス,早稲田大,三菱養和ＳＣユース,三菱養和ＳＣ調布Ｊｒユース,三菱養和調布ＳＳ,布田ＳＣ,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3276,添田　隆司,Takashi SOEDA,MF,1993/03/15,170,69,,,,,,,,,,,,,,,,,,,,,,
3277,曽我　大地,Daichi SOGA,MF,1998/03/10,170,65,,,,,,,,,,,,,,,,,,,,,,
3278,曽ヶ端　準,Hitoshi SOGAHATA,GK,1979/08/02,187,80,,,,,,,,,,,,,,,,,,,,,,
3279,曽我部　慶太,Keita SOGABE,MF,1988/07/02,173,68,,,,,,,,,,,,,,,,,,,,,,
3280,曽田　一騎,Kazuki SOTA,DF,2000/01/09,180,70,,,,,,,,,,,,,,,,,,,,,,
3281,曽田　雄志,Yushi SODA,DF,1978/07/05,181,78,,,,,,,,,,,,,,,,,,,,,,
3282,曽根田　穣,Yutaka SONEDA,MF,1994/08/29,171,69,京都サンガF.C.,ヴァンフォーレ甲府,びわこ成蹊スポーツ大,愛媛ＦＣユース,愛媛ＦＣＪｒユース,松山ＳＳ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3283,其田　秀太,Shuta SONODA,MF,1969/02/06,170,65,,,,,,,,,,,,,,,,,,,,,,
3284,薗田　淳,Jun SONODA,DF,1989/01/23,182,78,,,,,,,,,,,,,,,,,,,,,,
3285,薗田　卓馬,Takuma SONODA,FW,1993/06/14,175,70,鹿児島ユナイテッドＦＣ,徳島ヴォルティス,鹿児島ユナイテッドＦＣ,徳島ヴォルティス,アスルクラロ沼津,福岡大,鹿児島城西高,鹿児島育英館中,飛松ＦＣ,-,-,-,-,-,-,-,-,-,-,-,-,-
3286,園田　拓也,Takuya SONODA,DF,1984/11/23,180,71,ＦＣ今治,ロアッソ熊本,愛媛ＦＣ,モンテディオ山形,中央大,国見高,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3287,染野　唯月,Itsuki SOMENO,FW,2001/09/12,179,67,鹿島アントラーズ,尚志高,鹿島アントラーズつくばＪｒユース,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3288,染矢　一樹,Kazuki SOMEYA,MF,1986/10/13,166,66,アスルクラロ沼津,大分トリニータ,ファジアーノ岡山,ＦＣ岐阜,奈良産業大,江の川高,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3289,染谷　悠太,Yuta SOMEYA,DF,1986/09/30,184,79,柏レイソル,京都サンガF.C.,セレッソ大阪,京都サンガF.C.,流通経済大,ＦＣ東京Ｕ-１８,ＦＣ東京Ｕ-１５,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3290,征矢　智和,Toshikazu SOYA,FW,1989/10/21,180,72,,,,,,,,,,,,,,,,,,,,,,
3291,反町　一輝,Kazuki SORIMACHI,FW,1987/08/11,180,73,,,,,,,,,,,,,,,,,,,,,,
3292,ソン　イニョン,SONG In Young,FW,1990/01/07,185,78,,,,,,,,,,,,,,,,,,,,,,
3293,ソン　ジュフン（宋　株熏）,SONG Ju Hun,DF,1994/01/13,190,85,,,,,,,,,,,,,,,,,,,,,,
3294,孫　峻崗,SUN Jungang,MF,1995/08/05,176,70,,,,,,,,,,,,,,,,,,,,,,
3295,宋　勝鳳,SONG Seungbong,DF,2000/05/31,175,70,,,,,,,,,,,,,,,,,,,,,,
3296,ソン　セファン,SON Se Hwan,DF,1995/07/29,188,84,,,,,,,,,,,,,,,,,,,,,,
3297,ソン　ハンキ,SONG Han Ki,DF,1988/08/07,188,78,,,,,,,,,,,,,,,,,,,,,,
3298,ソン　ヨンミン,SONG Young Min,GK,1995/03/11,193,88,,,,,,,,,,,,,,,,,,,,,,
3299,ソーヴィシュ,Piotr SOWISZ,MF,1971/10/09,185,80,,,,,,,,,,,,,,,,,,,,,,
3300,平　聡,Satoshi TAIRA,FW,1970/07/16,182,73,,,,,,,,,,,,,,,,,,,,,,
3301,平　智広,Tomohiro TAIRA,DF,1990/05/10,182,77,東京ヴェルディ,ＦＣ町田ゼルビア,法政大,東京ヴェルディユース,横河武蔵野ＦＣＪｒユース,東久留米ひばりＳＣ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3302,タイルソン,Jose TAILSON Dos Santos,FW,1975/11/29,179,72,,,,,,,,,,,,,,,,,,,,,,
